Country,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
India,84,Moderate,1,Good,30,Good,3,Good,84,Moderate
Guatemala,43,Good,1,Good,19,Good,0,Good,43,Good
Spain,36,Good,0,Good,36,Good,0,Good,12,Good
Brazil,24,Good,0,Good,24,Good,0,Good,10,Good
India,153,Unhealthy,4,Good,18,Good,18,Good,153,Unhealthy
Nigeria,94,Moderate,3,Good,46,Good,1,Good,94,Moderate
Brazil,48,Good,1,Good,3,Good,0,Good,48,Good
India,111,Unhealthy for Sensitive Groups,2,Good,36,Good,5,Good,111,Unhealthy for Sensitive Groups
Spain,41,Good,1,Good,41,Good,0,Good,14,Good
United States of America,54,Moderate,1,Good,33,Good,1,Good,54,Moderate
United States of America,42,Good,1,Good,42,Good,1,Good,42,Good
Turkey,47,Good,1,Good,41,Good,0,Good,47,Good
Germany,63,Moderate,1,Good,59,Moderate,0,Good,63,Moderate
India,154,Unhealthy,4,Good,21,Good,10,Good,154,Unhealthy
Italy,57,Moderate,1,Good,54,Moderate,0,Good,57,Moderate
Colombia,29,Good,1,Good,11,Good,0,Good,29,Good
Portugal,39,Good,0,Good,39,Good,0,Good,16,Good
Romania,55,Moderate,1,Good,40,Good,0,Good,55,Moderate
France,51,Moderate,1,Good,51,Moderate,2,Good,38,Good
United States of America,57,Moderate,1,Good,48,Good,3,Good,57,Moderate
France,69,Moderate,1,Good,55,Moderate,0,Good,69,Moderate
Netherlands,54,Moderate,1,Good,40,Good,1,Good,54,Moderate
Brazil,45,Good,1,Good,21,Good,1,Good,45,Good
Poland,44,Good,1,Good,44,Good,0,Good,43,Good
Indonesia,152,Unhealthy,5,Good,27,Good,9,Good,152,Unhealthy
Uganda,55,Moderate,1,Good,16,Good,0,Good,55,Moderate
India,154,Unhealthy,2,Good,73,Moderate,2,Good,154,Unhealthy
Russian Federation,42,Good,1,Good,42,Good,0,Good,18,Good
Germany,57,Moderate,1,Good,55,Moderate,0,Good,57,Moderate
Rwanda,119,Unhealthy for Sensitive Groups,2,Good,30,Good,1,Good,119,Unhealthy for Sensitive Groups
Venezuela (Bolivarian Republic of),40,Good,1,Good,20,Good,0,Good,40,Good
Philippines,92,Moderate,2,Good,26,Good,9,Good,92,Moderate
Cuba,64,Moderate,1,Good,23,Good,1,Good,64,Moderate
Brazil,33,Good,1,Good,21,Good,0,Good,33,Good
Mexico,29,Good,0,Good,29,Good,0,Good,16,Good
Brazil,28,Good,0,Good,23,Good,0,Good,28,Good
Italy,60,Moderate,1,Good,60,Moderate,0,Good,50,Good
Morocco,37,Good,1,Good,37,Good,0,Good,32,Good
Spain,41,Good,1,Good,41,Good,0,Good,15,Good
France,42,Good,1,Good,42,Good,0,Good,26,Good
United States of America,37,Good,1,Good,29,Good,2,Good,37,Good
Mexico,59,Moderate,1,Good,26,Good,0,Good,59,Moderate
Italy,75,Moderate,1,Good,69,Moderate,0,Good,75,Moderate
Australia,21,Good,0,Good,21,Good,8,Good,18,Good
India,154,Unhealthy,3,Good,40,Good,3,Good,154,Unhealthy
Iran (Islamic Republic of),135,Unhealthy for Sensitive Groups,2,Good,39,Good,4,Good,135,Unhealthy for Sensitive Groups
United States of America,51,Moderate,1,Good,32,Good,1,Good,51,Moderate
China,153,Unhealthy,2,Good,31,Good,8,Good,153,Unhealthy
Russian Federation,39,Good,1,Good,39,Good,0,Good,18,Good
France,70,Moderate,1,Good,44,Good,2,Good,70,Moderate
Russian Federation,30,Good,1,Good,30,Good,0,Good,8,Good
China,283,Very Unhealthy,19,Good,0,Good,58,Moderate,283,Very Unhealthy
Indonesia,188,Unhealthy,10,Good,5,Good,27,Good,188,Unhealthy
Russian Federation,39,Good,1,Good,33,Good,0,Good,39,Good
United States of America,35,Good,1,Good,35,Good,2,Good,32,Good
Poland,41,Good,1,Good,41,Good,0,Good,33,Good
Germany,42,Good,1,Good,39,Good,0,Good,42,Good
United States of America,56,Moderate,1,Good,39,Good,1,Good,56,Moderate
Czechia,67,Moderate,1,Good,44,Good,0,Good,67,Moderate
Germany,43,Good,1,Good,43,Good,0,Good,23,Good
United States of America,52,Moderate,1,Good,32,Good,4,Good,52,Moderate
Russian Federation,39,Good,1,Good,39,Good,0,Good,21,Good
United States of America,66,Moderate,1,Good,66,Moderate,1,Good,20,Good
Mongolia,68,Moderate,1,Good,33,Good,0,Good,68,Moderate
China,155,Unhealthy,7,Good,52,Moderate,18,Good,155,Unhealthy
Japan,46,Good,1,Good,31,Good,4,Good,46,Good
India,152,Unhealthy,4,Good,29,Good,9,Good,152,Unhealthy
United Kingdom of Great Britain and Northern Ireland,36,Good,1,Good,32,Good,1,Good,36,Good
Turkey,45,Good,1,Good,45,Good,0,Good,32,Good
Mexico,57,Moderate,1,Good,21,Good,1,Good,57,Moderate
Italy,78,Moderate,1,Good,47,Good,0,Good,78,Moderate
Russian Federation,24,Good,1,Good,15,Good,1,Good,24,Good
Netherlands,38,Good,1,Good,38,Good,0,Good,30,Good
United States of America,71,Moderate,2,Good,37,Good,4,Good,71,Moderate
United States of America,39,Good,1,Good,27,Good,1,Good,39,Good
Indonesia,170,Unhealthy,6,Good,7,Good,21,Good,170,Unhealthy
Malaysia,67,Moderate,2,Good,2,Good,2,Good,67,Moderate
Brazil,49,Good,1,Good,19,Good,1,Good,49,Good
Ecuador,66,Moderate,1,Good,22,Good,2,Good,66,Moderate
Italy,68,Moderate,1,Good,68,Moderate,0,Good,41,Good
India,161,Unhealthy,3,Good,38,Good,6,Good,161,Unhealthy
India,164,Unhealthy,5,Good,26,Good,11,Good,164,Unhealthy
Belgium,52,Moderate,1,Good,37,Good,1,Good,52,Moderate
Japan,95,Moderate,3,Good,24,Good,15,Good,95,Moderate
Japan,73,Moderate,2,Good,29,Good,8,Good,73,Moderate
Netherlands,38,Good,1,Good,38,Good,0,Good,35,Good
United States of America,37,Good,1,Good,37,Good,2,Good,26,Good
United Kingdom of Great Britain and Northern Ireland,43,Good,1,Good,38,Good,0,Good,43,Good
Denmark,43,Good,1,Good,43,Good,0,Good,12,Good
South Africa,71,Moderate,2,Good,21,Good,4,Good,71,Moderate
France,40,Good,1,Good,40,Good,0,Good,29,Good
Belgium,52,Moderate,1,Good,37,Good,1,Good,52,Moderate
Germany,57,Moderate,1,Good,49,Good,0,Good,57,Moderate
Germany,44,Good,1,Good,43,Good,0,Good,44,Good
Japan,102,Unhealthy for Sensitive Groups,3,Good,25,Good,17,Good,102,Unhealthy for Sensitive Groups
China,170,Unhealthy,9,Good,44,Good,27,Good,170,Unhealthy
Romania,45,Good,1,Good,45,Good,0,Good,41,Good
Germany,56,Moderate,1,Good,46,Good,1,Good,56,Moderate
Japan,63,Moderate,1,Good,14,Good,5,Good,63,Moderate
Japan,46,Good,1,Good,29,Good,6,Good,46,Good
Republic of North Macedonia,69,Moderate,1,Good,45,Good,0,Good,69,Moderate
Philippines,55,Moderate,1,Good,21,Good,0,Good,55,Moderate
India,158,Unhealthy,4,Good,45,Good,9,Good,158,Unhealthy
United States of America,33,Good,1,Good,31,Good,2,Good,33,Good
Japan,130,Unhealthy for Sensitive Groups,3,Good,6,Good,24,Good,130,Unhealthy for Sensitive Groups
Russian Federation,48,Good,1,Good,48,Good,1,Good,26,Good
United States of America,33,Good,0,Good,22,Good,3,Good,33,Good
Guatemala,57,Moderate,1,Good,24,Good,0,Good,57,Moderate
India,162,Unhealthy,2,Good,47,Good,3,Good,162,Unhealthy
Brazil,23,Good,0,Good,23,Good,0,Good,22,Good
India,96,Moderate,2,Good,26,Good,4,Good,96,Moderate
Brazil,21,Good,1,Good,10,Good,0,Good,21,Good
Brazil,29,Good,0,Good,20,Good,0,Good,29,Good
Uruguay,24,Good,0,Good,24,Good,1,Good,22,Good
Russian Federation,29,Good,1,Good,29,Good,0,Good,8,Good
India,151,Unhealthy,3,Good,33,Good,7,Good,151,Unhealthy
United States of America,33,Good,1,Good,33,Good,1,Good,28,Good
India,159,Unhealthy,2,Good,23,Good,8,Good,159,Unhealthy
Uganda,118,Unhealthy for Sensitive Groups,2,Good,15,Good,1,Good,118,Unhealthy for Sensitive Groups
Russian Federation,40,Good,1,Good,40,Good,1,Good,32,Good
Malawi,40,Good,1,Good,21,Good,0,Good,40,Good
Zambia,34,Good,0,Good,22,Good,0,Good,34,Good
India,161,Unhealthy,5,Good,20,Good,10,Good,161,Unhealthy
Japan,80,Moderate,2,Good,24,Good,12,Good,80,Moderate
India,51,Moderate,1,Good,25,Good,2,Good,51,Moderate
United States of America,59,Moderate,1,Good,36,Good,2,Good,59,Moderate
Iran (Islamic Republic of),72,Moderate,1,Good,41,Good,0,Good,72,Moderate
Pakistan,178,Unhealthy,5,Good,47,Good,10,Good,178,Unhealthy
Thailand,66,Moderate,2,Good,19,Good,2,Good,66,Moderate
Colombia,55,Moderate,1,Good,20,Good,0,Good,55,Moderate
Sweden,34,Good,1,Good,34,Good,0,Good,15,Good
Italy,59,Moderate,1,Good,59,Moderate,0,Good,46,Good
Pakistan,161,Unhealthy,1,Good,27,Good,1,Good,161,Unhealthy
Pakistan,146,Unhealthy for Sensitive Groups,1,Good,24,Good,2,Good,146,Unhealthy for Sensitive Groups
United States of America,72,Moderate,1,Good,72,Moderate,1,Good,65,Moderate
Spain,43,Good,1,Good,43,Good,0,Good,10,Good
Italy,89,Moderate,1,Good,63,Moderate,0,Good,89,Moderate
United States of America,58,Moderate,1,Good,46,Good,1,Good,58,Moderate
Russian Federation,40,Good,1,Good,40,Good,2,Good,34,Good
Afghanistan,165,Unhealthy,1,Good,45,Good,0,Good,165,Unhealthy
Spain,41,Good,1,Good,41,Good,0,Good,15,Good
France,68,Moderate,1,Good,47,Good,1,Good,68,Moderate
Sweden,41,Good,1,Good,41,Good,0,Good,11,Good
France,70,Moderate,1,Good,41,Good,1,Good,70,Moderate
Italy,62,Moderate,1,Good,62,Moderate,0,Good,50,Good
Zambia,25,Good,0,Good,25,Good,0,Good,21,Good
India,145,Unhealthy for Sensitive Groups,1,Good,37,Good,2,Good,145,Unhealthy for Sensitive Groups
United States of America,50,Good,1,Good,50,Good,2,Good,50,Good
India,62,Moderate,1,Good,20,Good,2,Good,62,Moderate
Germany,52,Moderate,1,Good,49,Good,0,Good,52,Moderate
United States of America,51,Moderate,1,Good,38,Good,2,Good,51,Moderate
India,35,Good,1,Good,19,Good,2,Good,35,Good
United States of America,55,Moderate,1,Good,47,Good,1,Good,55,Moderate
Comoros,34,Good,0,Good,25,Good,0,Good,34,Good
Democratic Republic of the Congo,135,Unhealthy for Sensitive Groups,3,Good,29,Good,0,Good,135,Unhealthy for Sensitive Groups
India,158,Unhealthy,5,Good,15,Good,11,Good,158,Unhealthy
Nicaragua,50,Good,1,Good,27,Good,0,Good,50,Good
Angola,44,Good,1,Good,16,Good,0,Good,44,Good
China,92,Moderate,3,Good,30,Good,2,Good,92,Moderate
Brazil,25,Good,0,Good,25,Good,0,Good,25,Good
United States of America,47,Good,1,Good,33,Good,3,Good,47,Good
China,118,Unhealthy for Sensitive Groups,5,Good,79,Moderate,10,Good,118,Unhealthy for Sensitive Groups
United States of America,54,Moderate,1,Good,28,Good,7,Good,54,Moderate
Italy,85,Moderate,1,Good,85,Moderate,0,Good,37,Good
United States of America,53,Moderate,1,Good,47,Good,3,Good,53,Moderate
United States of America,52,Moderate,1,Good,22,Good,5,Good,52,Moderate
United States of America,44,Good,1,Good,42,Good,2,Good,44,Good
Germany,68,Moderate,1,Good,64,Moderate,0,Good,68,Moderate
Colombia,10,Good,1,Good,4,Good,0,Good,10,Good
Bhutan,21,Good,1,Good,15,Good,0,Good,21,Good
Colombia,50,Good,1,Good,12,Good,1,Good,50,Good
India,156,Unhealthy,2,Good,28,Good,4,Good,156,Unhealthy
China,157,Unhealthy,5,Good,89,Moderate,15,Good,157,Unhealthy
Afghanistan,56,Moderate,0,Good,33,Good,0,Good,56,Moderate
Iran (Islamic Republic of),155,Unhealthy,2,Good,122,Unhealthy for Sensitive Groups,3,Good,155,Unhealthy
Brazil,40,Good,1,Good,17,Good,1,Good,40,Good
Brazil,22,Good,0,Good,22,Good,0,Good,21,Good
Guatemala,44,Good,1,Good,23,Good,0,Good,44,Good
Sri Lanka,89,Moderate,1,Good,20,Good,3,Good,89,Moderate
India,192,Unhealthy,9,Good,5,Good,23,Good,192,Unhealthy
India,159,Unhealthy,2,Good,63,Moderate,2,Good,159,Unhealthy
Brazil,88,Moderate,1,Good,35,Good,3,Good,88,Moderate
Russian Federation,41,Good,1,Good,41,Good,0,Good,39,Good
United States of America,105,Unhealthy for Sensitive Groups,3,Good,15,Good,20,Good,105,Unhealthy for Sensitive Groups
United States of America,49,Good,1,Good,38,Good,2,Good,49,Good
Slovenia,77,Moderate,1,Good,47,Good,0,Good,77,Moderate
Brazil,44,Good,1,Good,4,Good,0,Good,44,Good
Russian Federation,49,Good,1,Good,49,Good,0,Good,11,Good
Russian Federation,73,Moderate,1,Good,23,Good,0,Good,73,Moderate
El Salvador,75,Moderate,2,Good,17,Good,4,Good,75,Moderate
Pakistan,116,Unhealthy for Sensitive Groups,0,Good,35,Good,1,Good,116,Unhealthy for Sensitive Groups
United States of America,82,Moderate,2,Good,41,Good,7,Good,82,Moderate
Germany,39,Good,1,Good,39,Good,0,Good,35,Good
Nicaragua,32,Good,1,Good,18,Good,0,Good,32,Good
United States of America,49,Good,1,Good,32,Good,4,Good,49,Good
Japan,133,Unhealthy for Sensitive Groups,3,Good,4,Good,12,Good,133,Unhealthy for Sensitive Groups
Honduras,75,Moderate,1,Good,14,Good,0,Good,75,Moderate
Germany,67,Moderate,1,Good,62,Moderate,0,Good,67,Moderate
Germany,39,Good,1,Good,39,Good,0,Good,29,Good
Portugal,41,Good,0,Good,41,Good,0,Good,19,Good
United States of America,40,Good,1,Good,31,Good,4,Good,40,Good
Mongolia,61,Moderate,2,Good,32,Good,0,Good,61,Moderate
Japan,81,Moderate,2,Good,24,Good,12,Good,81,Moderate
Italy,66,Moderate,1,Good,66,Moderate,0,Good,47,Good
Burkina Faso,49,Good,1,Good,26,Good,0,Good,49,Good
Brazil,22,Good,0,Good,22,Good,0,Good,19,Good
United States of America,77,Moderate,1,Good,49,Good,3,Good,77,Moderate
India,162,Unhealthy,3,Good,17,Good,7,Good,162,Unhealthy
Afghanistan,83,Moderate,0,Good,28,Good,0,Good,83,Moderate
Bangladesh,101,Unhealthy for Sensitive Groups,3,Good,29,Good,7,Good,101,Unhealthy for Sensitive Groups
India,157,Unhealthy,2,Good,54,Moderate,1,Good,157,Unhealthy
Indonesia,150,Unhealthy,3,Good,10,Good,16,Good,150,Unhealthy
Ecuador,58,Moderate,1,Good,24,Good,1,Good,58,Moderate
United States of America,58,Moderate,1,Good,42,Good,1,Good,58,Moderate
Hungary,59,Moderate,1,Good,59,Moderate,0,Good,52,Moderate
Romania,54,Moderate,1,Good,54,Moderate,0,Good,42,Good
Netherlands,39,Good,1,Good,39,Good,1,Good,32,Good
Venezuela (Bolivarian Republic of),52,Moderate,1,Good,16,Good,0,Good,52,Moderate
France,80,Moderate,1,Good,80,Moderate,1,Good,25,Good
Brazil,22,Good,0,Good,22,Good,0,Good,14,Good
France,51,Moderate,1,Good,51,Moderate,0,Good,39,Good
Belgium,53,Moderate,1,Good,38,Good,2,Good,53,Moderate
Iran (Islamic Republic of),154,Unhealthy,2,Good,32,Good,2,Good,154,Unhealthy
China,95,Moderate,3,Good,35,Good,3,Good,95,Moderate
India,59,Moderate,1,Good,27,Good,2,Good,59,Moderate
United States of America,50,Good,2,Good,26,Good,7,Good,50,Good
India,159,Unhealthy,4,Good,39,Good,10,Good,159,Unhealthy
Nigeria,55,Moderate,1,Good,25,Good,0,Good,55,Moderate
Netherlands,38,Good,1,Good,38,Good,1,Good,32,Good
India,174,Unhealthy,2,Good,32,Good,2,Good,174,Unhealthy
India,158,Unhealthy,1,Good,25,Good,5,Good,158,Unhealthy
India,150,Unhealthy,4,Good,35,Good,8,Good,150,Unhealthy
India,162,Unhealthy,4,Good,51,Moderate,7,Good,162,Unhealthy
India,173,Unhealthy,4,Good,45,Good,9,Good,173,Unhealthy
Thailand,40,Good,1,Good,15,Good,1,Good,40,Good
Russian Federation,33,Good,2,Good,18,Good,1,Good,33,Good
Turkey,56,Moderate,1,Good,56,Moderate,1,Good,26,Good
Germany,64,Moderate,1,Good,51,Moderate,0,Good,64,Moderate
Côte d'Ivoire,21,Good,1,Good,20,Good,0,Good,21,Good
Romania,50,Good,1,Good,47,Good,0,Good,50,Good
France,54,Moderate,0,Good,38,Good,0,Good,54,Moderate
Czechia,73,Moderate,1,Good,46,Good,0,Good,73,Moderate
Philippines,53,Moderate,1,Good,18,Good,3,Good,53,Moderate
Malaysia,150,Unhealthy,3,Good,24,Good,10,Good,150,Unhealthy
Philippines,73,Moderate,1,Good,27,Good,2,Good,73,Moderate
Germany,55,Moderate,1,Good,44,Good,1,Good,55,Moderate
United Kingdom of Great Britain and Northern Ireland,40,Good,1,Good,34,Good,1,Good,40,Good
Romania,53,Moderate,1,Good,45,Good,0,Good,53,Moderate
Poland,64,Moderate,1,Good,44,Good,1,Good,64,Moderate
United States of America,110,Unhealthy for Sensitive Groups,0,Good,28,Good,0,Good,110,Unhealthy for Sensitive Groups
Brazil,42,Good,1,Good,6,Good,0,Good,42,Good
Brazil,50,Good,1,Good,21,Good,0,Good,50,Good
Germany,44,Good,1,Good,44,Good,0,Good,42,Good
Viet Nam,152,Unhealthy,3,Good,7,Good,11,Good,152,Unhealthy
Brazil,43,Good,1,Good,20,Good,0,Good,43,Good
United States of America,56,Moderate,1,Good,42,Good,1,Good,56,Moderate
Brazil,23,Good,0,Good,20,Good,0,Good,23,Good
United States of America,51,Moderate,1,Good,35,Good,3,Good,51,Moderate
Brazil,31,Good,0,Good,24,Good,0,Good,31,Good
Italy,83,Moderate,1,Good,83,Moderate,0,Good,35,Good
Ireland,42,Good,1,Good,42,Good,0,Good,37,Good
Peru,14,Good,0,Good,8,Good,0,Good,14,Good
France,66,Moderate,1,Good,55,Moderate,0,Good,66,Moderate
France,49,Good,1,Good,49,Good,0,Good,40,Good
China,386,Hazardous,28,Good,0,Good,64,Moderate,386,Hazardous
Russian Federation,37,Good,1,Good,18,Good,7,Good,37,Good
Russian Federation,40,Good,1,Good,40,Good,0,Good,11,Good
United States of America,51,Moderate,1,Good,51,Moderate,1,Good,39,Good
United States of America,113,Unhealthy for Sensitive Groups,3,Good,15,Good,20,Good,113,Unhealthy for Sensitive Groups
Italy,81,Moderate,1,Good,66,Moderate,0,Good,81,Moderate
Poland,41,Good,1,Good,41,Good,0,Good,19,Good
Italy,105,Unhealthy for Sensitive Groups,1,Good,43,Good,0,Good,105,Unhealthy for Sensitive Groups
India,139,Unhealthy for Sensitive Groups,3,Good,13,Good,9,Good,139,Unhealthy for Sensitive Groups
Germany,58,Moderate,1,Good,58,Moderate,0,Good,58,Moderate
Togo,56,Moderate,1,Good,27,Good,0,Good,56,Moderate
Madagascar,26,Good,0,Good,26,Good,0,Good,26,Good
Russian Federation,34,Good,1,Good,17,Good,2,Good,34,Good
Brazil,34,Good,0,Good,29,Good,0,Good,34,Good
Ethiopia,53,Moderate,1,Good,17,Good,0,Good,53,Moderate
United States of America,51,Moderate,1,Good,25,Good,3,Good,51,Moderate
Switzerland,52,Moderate,1,Good,45,Good,0,Good,52,Moderate
United States of America,58,Moderate,1,Good,35,Good,2,Good,58,Moderate
Afghanistan,151,Unhealthy,2,Good,48,Good,1,Good,151,Unhealthy
Italy,67,Moderate,1,Good,67,Moderate,0,Good,21,Good
Paraguay,26,Good,0,Good,16,Good,0,Good,26,Good
United States of America,54,Moderate,2,Good,20,Good,4,Good,54,Moderate
India,136,Unhealthy for Sensitive Groups,3,Good,30,Good,8,Good,136,Unhealthy for Sensitive Groups
India,121,Unhealthy for Sensitive Groups,2,Good,27,Good,4,Good,121,Unhealthy for Sensitive Groups
Russian Federation,45,Good,1,Good,45,Good,1,Good,25,Good
Germany,66,Moderate,1,Good,65,Moderate,0,Good,66,Moderate
Germany,60,Moderate,1,Good,60,Moderate,0,Good,58,Moderate
United Kingdom of Great Britain and Northern Ireland,33,Good,0,Good,33,Good,0,Good,27,Good
Ethiopia,53,Moderate,1,Good,20,Good,0,Good,53,Moderate
United States of America,51,Moderate,0,Good,22,Good,1,Good,51,Moderate
United States of America,53,Moderate,1,Good,27,Good,6,Good,53,Moderate
India,101,Unhealthy for Sensitive Groups,2,Good,11,Good,6,Good,101,Unhealthy for Sensitive Groups
India,86,Moderate,1,Good,21,Good,1,Good,86,Moderate
India,124,Unhealthy for Sensitive Groups,4,Good,20,Good,8,Good,124,Unhealthy for Sensitive Groups
Ethiopia,111,Unhealthy for Sensitive Groups,1,Good,23,Good,1,Good,111,Unhealthy for Sensitive Groups
United States of America,44,Good,1,Good,28,Good,5,Good,44,Good
Benin,54,Moderate,1,Good,29,Good,0,Good,54,Moderate
Turkey,40,Good,1,Good,40,Good,0,Good,26,Good
United States of America,45,Good,1,Good,45,Good,5,Good,40,Good
Germany,54,Moderate,1,Good,44,Good,0,Good,54,Moderate
Italy,83,Moderate,1,Good,48,Good,0,Good,83,Moderate
Indonesia,70,Moderate,2,Good,16,Good,0,Good,70,Moderate
United Kingdom of Great Britain and Northern Ireland,38,Good,1,Good,38,Good,1,Good,37,Good
United States of America,152,Unhealthy,4,Good,12,Good,28,Good,152,Unhealthy
United Kingdom of Great Britain and Northern Ireland,33,Good,0,Good,33,Good,0,Good,25,Good
United States of America,52,Moderate,1,Good,32,Good,1,Good,52,Moderate
Colombia,64,Moderate,1,Good,24,Good,0,Good,64,Moderate
United States of America,50,Good,1,Good,50,Good,1,Good,38,Good
United Kingdom of Great Britain and Northern Ireland,36,Good,1,Good,36,Good,0,Good,33,Good
Andorra,32,Good,1,Good,32,Good,0,Good,24,Good
Uganda,54,Moderate,1,Good,21,Good,0,Good,54,Moderate
United States of America,34,Good,0,Good,27,Good,1,Good,34,Good
United States of America,72,Moderate,1,Good,72,Moderate,1,Good,23,Good
France,42,Good,1,Good,42,Good,0,Good,22,Good
Greece,106,Unhealthy for Sensitive Groups,1,Good,42,Good,0,Good,106,Unhealthy for Sensitive Groups
Italy,65,Moderate,1,Good,65,Moderate,0,Good,50,Good
Italy,57,Moderate,1,Good,56,Moderate,0,Good,57,Moderate
Canada,47,Good,1,Good,31,Good,1,Good,47,Good
United States of America,58,Moderate,1,Good,55,Moderate,0,Good,58,Moderate
United States of America,50,Good,1,Good,50,Good,1,Good,38,Good
China,133,Unhealthy for Sensitive Groups,3,Good,30,Good,12,Good,133,Unhealthy for Sensitive Groups
China,139,Unhealthy for Sensitive Groups,5,Good,72,Moderate,11,Good,139,Unhealthy for Sensitive Groups
United States of America,69,Moderate,2,Good,31,Good,5,Good,69,Moderate
Belgium,49,Good,1,Good,37,Good,2,Good,49,Good
Ethiopia,54,Moderate,1,Good,25,Good,0,Good,54,Moderate
Russian Federation,39,Good,1,Good,39,Good,0,Good,17,Good
France,69,Moderate,1,Good,54,Moderate,0,Good,69,Moderate
Argentina,15,Good,0,Good,15,Good,0,Good,14,Good
India,169,Unhealthy,5,Good,49,Good,7,Good,169,Unhealthy
Germany,67,Moderate,1,Good,62,Moderate,0,Good,67,Moderate
Germany,66,Moderate,1,Good,61,Moderate,0,Good,66,Moderate
Germany,65,Moderate,1,Good,56,Moderate,0,Good,65,Moderate
Philippines,36,Good,1,Good,21,Good,0,Good,36,Good
Brazil,23,Good,0,Good,23,Good,0,Good,14,Good
India,98,Moderate,2,Good,19,Good,7,Good,98,Moderate
Hungary,66,Moderate,1,Good,66,Moderate,0,Good,55,Moderate
Brazil,24,Good,0,Good,24,Good,0,Good,15,Good
Brazil,35,Good,1,Good,19,Good,0,Good,35,Good
Cuba,87,Moderate,1,Good,38,Good,0,Good,87,Moderate
Italy,87,Moderate,1,Good,67,Moderate,0,Good,87,Moderate
Romania,48,Good,1,Good,41,Good,0,Good,48,Good
France,45,Good,1,Good,38,Good,1,Good,45,Good
Russian Federation,32,Good,1,Good,32,Good,0,Good,22,Good
United States of America,41,Good,1,Good,38,Good,2,Good,41,Good
United States of America,52,Moderate,1,Good,26,Good,10,Good,52,Moderate
United States of America,35,Good,1,Good,31,Good,4,Good,35,Good
Mexico,189,Unhealthy,5,Good,4,Good,21,Good,189,Unhealthy
Netherlands,53,Moderate,1,Good,30,Good,3,Good,53,Moderate
Russian Federation,37,Good,1,Good,37,Good,0,Good,9,Good
India,172,Unhealthy,5,Good,172,Unhealthy,1,Good,154,Unhealthy
Côte d'Ivoire,82,Moderate,2,Good,18,Good,1,Good,82,Moderate
Côte d'Ivoire,48,Good,1,Good,17,Good,0,Good,48,Good
Iran (Islamic Republic of),84,Moderate,1,Good,49,Good,0,Good,84,Moderate
United States of America,34,Good,1,Good,34,Good,5,Good,34,Good
China,164,Unhealthy,5,Good,50,Good,15,Good,164,Unhealthy
United States of America,68,Moderate,2,Good,6,Good,18,Good,68,Moderate
